,license,license_cleaned
11497,96323/AL,96323
11499,96321/AL,96321
11502,43976/AL,43976
11504,5106/AL,5106
11505,10530,10530
11506,5106/AL,5106
11507,97515/AL,97515
11508,5106/AL,5106
11510,5106/AL,5106
11511,5106/AL,5106
11512,101863/AL,101863
11513,101863/AL,101863
11514,5106/AL,5106
11515,105439,105439
11516,101159,101159
11519,131603/AL,131603
11520,44927/AL,44927
11521,132373/AL,132373
11522,131598/AL,131598
11523,131077/AL,131077
11524,133659/AL,133659
11525,134386/AL,134386
11526,80132/AL,80132
11527,10530,10530
11528,133425/AL,133425
11529,44936/AL,44936
11530,117164/AL,117164
11531,81442/AL,81442
11532,133532/AL,133532
11533,101226/AL,101226
11534,nan,
11535,133509/AL,133509
11537,78361/AL,78361
11538,101420/AL,101420
11539,43976/AL,43976
11540,90860/AL,90860
11541,103269/AL,103269
11543,100753/AL,100753
11544,133403/AL,133403
11545,133661/AL,133661
11546,113995/AL,113995
11547,133952/AL,133952
11548,128669/AL,128669
11549,134443/AL,134443
11551,57241/AL,57241
11552,107254/AL,107254
11553,125547/AL,125547
11554,59428/AL,59428
11555,15623/AL,15623
11556,135945/AL,135945
11557,15624/AL,15624
11558,133778/AL,133778
11559,90863/AL,90863
11560,92256/AL,92256
11561,92256/AL,92256
11562,29727/AL,29727
11563,17346/AL,17346
11564,81442/AL,81442
11565,133586/AL,133586
11567,nan,
11568,131385/AL,131385
11569,nan,
11570,139381/AL,139381
11574,80371/AL,80371
11575,102015/AL,102015
11578,133331/AL,133331
11580,72088/AL,72088
11581,81442/AL,81442
11582,66095/AL,66095
11584,nan,
11585,133308/AL,133308
11586,131267/AL,131267
11587,nan,
11589,133959/AL,133959
11591,131689/AL,131689
11592,120977/AL,120977
11595,133594/AL,133594
11596,Exempt,
11598,133594/AL,133594
11599,132999/AL,132999
11600,55166/AL,55166
11601,133594/AL,133594
11602,2095/AL,2095
11603,133594/AL,133594
11605,57762/AL,57762
11606,133228/AL,133228
11607,127287/AL,127287
11608,119123/AL,119123
11609,43587/AL,43587
11610,133576/AL,133576
11612,130006/AL,130006
11613,nan,
11615,130006/AL,130006
11616,17014/AL,17014
11617,nan,
11618,134040/AL,134040
11622,93859/AL,93859
11624,133714/AL,133714
11627,134031/AL,134031
11629,133733/AL,133733
11631,113759/AL,113759
11632,7086,7086
11633,7086,7086
11634,37513/AL,37513
11635,7086,7086
11636,39063/AL,39063
11637,133718/AL,133718
11638,Exempt,
11641,133725/AL,133725
11644,133708/AL,133708
11645,133712/AL,133712
11646,133720/AL,133720
11647,6156/AL,6156
11648,101172/AL,101172
11649,125043/AL,125043
11650,101172/AL,101172
11651,2099,2099
11652,131586/AL,131586
11653,101172/AL,101172
11654,133963/AL,133963
11655,101172/AL,101172
11656,101172/AL,101172
11657,101172/AL,101172
11658,101172/AL,101172
11659,101172/AL,101172
11661,101172/AL,101172
11662,135318/AL,135318
11663,116140/AL,116140
11664,nan,
11666,133218/AL,133218
11667,Exempt,
11668,Exempt,
11670,Exempt,
11671,Exempt,
11672,6161/AL,6161
11673,6158/AL,6158
11674,Exempt,
11675,Exempt,
11677,250123/AL,250123
11678,133301/AL,133301
11679,133729/AL,133729
11681,2102/AL,2102
11683,132589/AL,132589
11684,133190/AL,133190
11685,106963/AL,106963
11686,912517520,912517520
11687,136306/AL,136306
11688,106963/AL,106963
11689,912517520,912517520
11690,106963/AL,106963
11691,133292/AL,133292
11692,106963/AL,106963
11693,nan,
11696,103063/AL,103063
11697,133297/AL,133297
11699,111857/AL,111857
11700,133696/AL,133696
11701,113753/AL,113753
11702,55201,55201
11704,nan,
11705,2101/AL,2101
11706,6906/AL,6906
11707,2096/AL,2096
11709,2098/AL,2098
11710,133696/AL,133696
11711,nan,
11712,83772/AL,83772
11713,86075/AL,86075
11714,nan,
11715,nan,
11716,nan,
11718,133696/AL,133696
11719,Exempt,
11721,nan,
11722,Exempt,
11723,Exempt,
11725,Exempt,
11726,96490/AL,96490
11729,Exempt,
11730,nan,
11731,Exempt,
11733,Exempt,
11735,nan,
11736,Exempt,
11737,133696/AL,133696
11738,2095,2095
11739,133696/AL,133696
11740,50658/AL,50658
11742,nan,
11743,nan,
11744,133567/AL,133567
11745,133555/AL,133555
11746,132130/AL,132130
11747,nan,
11748,Exempt,
11749,115225/AL,115225
11750,115225/AL,115225
11751,nan,
11752,133302/AL,133302
11753,112517/AL,112517
11754,94272/AL,94272
11755,128081/AL,128081
11756,110774/AL,110774
11757,133174/AL,133174
11758,133759/AL,133759
11762,132788/AL,132788
11763,101159/AL,101159
11764,22235/AL,22235
11767,64566/AL,64566
11768,118457/AL,118457
11769,118457/AL,118457
11770,134034/AL,134034
11771,128731/AL,128731
11773,Exempt,
11774,107871/AL,107871
11775,4961/AL,4961
11776,118457/AL,118457
11779,118457/AL,118457
11782,53385/AL,53385
11783,139327/AL,139327
11784,133404/AL,133404
11785,55021/AL,55021
11786,60262/AL,60262
11787,90960/AL,90960
11788,nan,
11790,124598/AL,124598
11792,93125/AL,93125
11793,120694/AL,120694
11794,131765/AL,131765
11795,120694/AL,120694
11796,120694/AL,120694
11797,120694/AL,120694
11798,91076/AL,91076
11799,91076/AL,91076
11800,120694/AL,120694
11801,Exempt,
11803,126231/AL,126231
11804,113862/AL,113862
11805,113862/AL,113862
11806,58492/AL,58492
11807,113862/AL,113862
11809,113860/AL,113860
11811,113858/AL,113858
11812,113857/AL,113857
11814,64094/AL,64094
11815,113856/AL,113856
11816,113855/AL,113855
11819,106437/AL,106437
11820,1234/AL,1234
11821,nan,
11822,nan,
11823,133299/AL,133299
11825,133304/AL,133304
11826,nan,
11827,nan,
11828,121548/AL,121548
11829,133289/AL,133289
11830,133516/AL,133516
11831,133274/AL,133274
11832,nan,
11833,137153/AL,137153
11835,nan,
11836,50542/AL,50542
11837,41189/AL,41189
11838,Exempt,
11839,Exempt,
11844,121277/AL,121277
11845,132386/AL,132386
11846,128299/AL,128299
11847,133327/AL,133327
11848,132204/AL,132204
11849,119372/AL,119372
11850,132200/AL,132200
11852,115828/AL,115828
11854,115850/AL,115850
11855,113780/AL,113780
11856,113781/AL,113781
11857,114235/AL,114235
11858,117323/AL,117323
11859,68712/AL,68712
11860,114205/AL,114205
11861,113786/AL,113786
11862,114204/AL,114204
11864,133965/AL,133965
11865,132509/AL,132509
11866,100955/AL,100955
11870,128510/AL,128510
11871,128510/AL,128510
11873,Exempt,
11874,50860/AL,50860
11875,55201/AL,55201
11876,128510/AL,128510
11877,93125/AL,93125
11878,133488/AL,133488
11880,133500/AL,133500
11881,Exempt,
11882,Exempt,
11883,133502/AL,133502
11884,133487/AL,133487
11885,Exempt,
11886,133498/AL,133498
11887,133484/AL,133484
11888,133494/AL,133494
11889,49616/AL,49616
11890,133628/AL,133628
11893,121065/AL,121065
11894,132939/AL,132939
11899,Exempt,
11900,125466/AL,125466
11902,133832/AL,133832
11905,131119/AL,131119
11906,53943/AL,53943
11908,53943/AL,53943
11909,53943/AL,53943
11910,137528/AL,137528
11911,113995/AL,113995
11912,Exempt,
11913,53943/AL,53943
11914,53943/AL,53943
11915,Exempt,
11916,Exempt,
11917,Exempt,
11918,Exempt,
11920,Exempt,
11921,Exempt,
11922,38316/AL,38316
11924,Exempt,
11925,115140/AL,115140
11926,Exempt,
11927,Exempt,
11928,nan,
11929,16829/AL,16829
11930,Exempt,
11931,53943/AL,53943
11932,Exempt,
11933,Exempt,
11934,Exempt,
11935,nan,
11936,Exempt,
11937,60669/AL,60669
11938,138005/AL,138005
11939,Exempt,
11940,Exempt,
11941,133640/AL,133640
11942,Exempt,
11943,nan,
11946,133176/AL,133176
11947,nan,
11948,101681/AL,101681
11949,120368/AL,120368
11950,99955/AL,99955
11952,115134/AL,115134
11953,133758/AL,133758
11954,90442/AL,90442
11955,102889/AL,102889
11956,17262/AL,17262
11957,nan,
11958,133765/AL,133765
11959,53943/AL,53943
11960,31609/AL,31609
11961,119981/AL,119981
11962,133940/AL,133940
11963,71351/AL,71351
11964,130407/AL,130407
11965,92952/AL,92952
11966,130893/AL,130893
11970,nan,
11971,Exempt,
11973,115711,115711
11974,127287/AL,127287
11976,56712/AL,56712
11978,53943/AL,53943
11979,53943/AL,53943
11980,67782/AL,67782
11984,6553/AL,6553
11985,95535/AL,95535
11986,31609/AL,31609
11987,Exempt,
11988,31609/AL,31609
11990,Exempt,
11991,38535/AL,38535
11992,96018/AL,96018
11995,133179/AL,133179
11996,131760/AL,131760
11997,134026/AL,134026
11998,93125/AL,93125
11999,53943/AL,53943
12000,52733/AL,52733
12001,128369/AL,128369
12003,132406/AL,132406
12007,133526/AL,133526
12008,94453/AL,94453
12010,133187/AL,133187
12011,nan,
12012,105339/AL,105339
12013,129147/AL,129147
12014,108647/AL,108647
12015,117770/AL,117770
12016,108645/AL,108645
12017,18028/AL,18028
12018,101953/AL,101953
12019,126254/AL,126254
12020,35900/AL,35900
12021,126272/AL,126272
12023,Exempt,
12024,106385/AL,106385
12025,127149/AL,127149
12026,108646/AL,108646
12027,101762/AL,101762
12028,133745/AL,133745
12029,59946/AL,59946
12030,133324/AL,133324
12031,84386/AL,84386
12032,127146/AL,127146
12035,133839/AL,133839
12036,56993/AL,56993
12039,133650/AL,133650
12040,133616/AL,133616
12043,133343/AL,133343
12044,133644/AL,133644
12045,133679/AL,133679
12046,133666/AL,133666
12048,123718/AL,123718
12049,86640/AL,86640
12050,68745,68745
12051,123718/AL,123718
12053,123718/AL,123718
12054,133701/AL,133701
12055,123718/AL,123718
12056,133700/AL,133700
12058,133680/AL,133680
12060,123718/AL,123718
12061,Exempt,
12063,123718/AL,123718
12064,123718/AL,123718
12066,123718/AL,123718
12067,127142/AL,127142
12068,127137/AL,127137
12069,133542/AL,133542
12070,124979/AL,124979
12071,132511/AL,132511
12073,137149/AL,137149
12074,133663/AL,133663
12075,114081/AL,114081
12076,133687/AL,133687
12077,nan,
12080,nan,
12082,128651/AL,128651
12083,nan,
12084,nan,
12085,128655/AL,128655
12086,58636/AL,58636
12087,134048/AL,134048
12088,58636/AL,58636
12089,128659/AL,128659
12090,58636/AL,58636
12091,107081/AL,107081
12092,133529/AL,133529
12093,133651/AL,133651
12094,133512/AL,133512
12098,89728/AL,89728
12099,128662/AL,128662
12101,67800/AL,67800
12102,129379/AL,129379
12104,98859/AL,98859
12107,114079/AL,114079
12109,Exempt,
12110,133378/AL,133378
12113,133400/AL,133400
12114,Exempt,
12116,105435/AL,105435
12117,nan,
12121,nan,
12124,135717/AL,135717
12125,138009/AL,138009
12126,118874/AL,118874
12127,35699/AL,35699
12129,69559/AL,69559
12130,117004/AL,117004
12131,nan,
12132,138013/AL,138013
12133,138017/AL,138017
12134,75137/AL,75137
12135,Exempt,
12136,137984/AL,137984
12138,118861/AL,118861
12139,133741/AL,133741
12141,144144,144144
12142,136831/AL,136831
12143,nan,
12145,131271/AL,131271
12146,122014/AL,122014
12147,119693/AL,119693
12148,128658/AL,128658
12150,128664/AL,128664
12151,55130/AL,55130
12152,131802/AL,131802
12153,133571/AL,133571
12154,123903/AL,123903
12155,53882,53882
12157,76857/AL,76857
12158,41787,41787
12159,133821/AL,133821
12160,133939/AL,133939
12161,125549/AL,125549
12163,70796/AL,70796
12164,131854/AL,131854
12165,126398/AL,126398
12166,133345/AL,133345
12167,133730/AL,133730
12169,134060/AL,134060
12171,137160/AL,137160
12172,120574/AL,120574
12173,142632/AL,142632
12174,120574/AL,120574
12175,120574/AL,120574
12176,120574/AL,120574
12177,71742/AL,71742
12180,34297/AL,34297
12182,34297/AL,34297
12183,34297/AL,34297
12184,34297/AL,34297
12186,34297/AL,34297
12187,34297/AL,34297
12189,10845/AL,10845
12191,128658/AL,128658
12192,133293/AL,133293
12193,nan,
12194,133688/AL,133688
12197,133707/AL,133707
12198,133694/AL,133694
12200,93125/AL,93125
12201,133387/AL,133387
12202,19513/AL,19513
12203,Exempt,
12204,108285/AL,108285
12205,33866/AL,33866
12206,133818/AL,133818
12207,142639/AL,142639
12208,93125/AL,93125
12209,93125/AL,93125
12211,127859/AL,127859
12212,84398/AL,84398
12214,132894/AL,132894
12216,nan,
12218,nan,
12219,128644/AL,128644
12221,49252/AL,49252
12223,130920/AL,130920
12224,nan,
12225,133535/AL,133535
12228,60699/AL,60699
12231,115133/AL,115133
12232,72088/AL,72088
12234,nan,
12235,46284/AL,46284
12236,Exempt,
12237,131807/AL,131807
12239,nan,
12240,107953/AL,107953
12241,66095/AL,66095
12242,113972/AL,113972
12244,142333/AL,142333
12245,nan,
12247,145381/AL,145381
12248,Exempt,
12249,Exempt,
12251,133310/AL,133310
12252,133747/AL,133747
12253,52505/AL,52505
12254,69089/AL,69089
12256,138873/AL,138873
12260,54274/AL,54274
12261,Exempt,
12262,133849/AL,133849
12263,124658/AL,124658
12265,133515/AL,133515
12266,127130/AL,127130
12267,138867/AL,138867
12268,50944/AL,50944
12269,133693/AL,133693
12272,46284/AL,46284
12273,Exempt,
12274,120574/AL,120574
12275,145071/AL,145071
12276,116141/AL,116141
12277,133503/AL,133503
12278,128644/AL,128644
12279,104180/AL,104180
12280,122557/AL,122557
12282,119089/AL,119089
12283,138847/AL,138847
12284,133476/AL,133476
12286,133493/AL,133493
12287,133496/AL,133496
12288,113995/AL,113995
12289,nan,
12290,115315/AL,115315
12291,133519/AL,133519
12292,133544/AL,133544
12293,133335/AL,133335
12295,128652/AL,128652
12296,133523/AL,133523
12297,133470/AL,133470
12298,128656/AL,128656
12300,48658/AL,48658
12301,128661/AL,128661
12302,133525/AL,133525
12303,128667/AL,128667
12304,133525/AL,133525
12305,133351/AL,133351
12306,140353/AL,140353
12307,133361/AL,133361
12308,128671/AL,128671
12310,133370/AL,133370
12311,55201/AL,55201
12312,127158/AL,127158
12313,127083/AL,127083
12314,133368/AL,133368
12315,93125/AL,93125
12316,69620/AL,69620
12317,133373/AL,133373
12318,nan,
12321,106775/AL,106775
12324,119280/AL,119280
12325,133648/AL,133648
12326,133352/AL,133352
12327,133669/AL,133669
12328,133356/AL,133356
12331,nan,
12332,74686/AL,74686
12333,63951/AL,63951
12334,93124/AL,93124
12335,133359/AL,133359
12336,Exempt,
12337,133525/AL,133525
12338,133611/AL,133611
12339,131286/AL,131286
12340,131850/AL,131850
12341,5620/AL,5620
12342,131850/AL,131850
12343,131858/AL,131858
12344,93124/AL,93124
12345,93124/AL,93124
12346,131858/AL,131858
12347,133522/AL,133522
12348,131861/AL,131861
12349,6049/AL,6049
12350,115110/AL,115110
12351,142621/AL,142621
12352,120237/AL,120237
12353,117933/AL,117933
12355,98351/AL,98351
12356,108287/AL,108287
12357,90067/AL,90067
12358,Exempt,
12359,132764,132764
12360,133665/AL,133665
12361,121634/AL,121634
12363,nan,
12364,40481/AL,40481
12366,Exempt,
12367,116875/AL,116875
12368,Exempt,
12369,68801/AL,68801
12370,143473/AL,143473
12371,82252/AL,82252
12375,55131/AL,55131
12376,106486/AL,106486
12377,105843/AL,105843
12378,115110/AL,115110
12379,143473/AL,143473
12380,115110/AL,115110
12381,nan,
12382,141787/AL,141787
12383,133457/AL,133457
12385,133668/AL,133668
12388,133613/AL,133613
12389,115110/AL,115110
12391,142826/AL,142826
12392,115110/AL,115110
12393,95974/AL,95974
12394,115110/AL,115110
12395,95287/AL,95287
12396,nan,
12397,35666/AL,35666
12399,nan,
12402,93124/AL,93124
12403,nan,
12404,64927/AL,64927
12406,120574/AL,120574
12409,126276/AL,126276
12410,93125/AL,93125
12411,nan,
12412,120017/AL,120017
12413,145450/AL,145450
12414,133898/AL,133898
12415,143473/AL,143473
12417,143473/AL,143473
12418,132573/AL,132573
12419,131991/AL,131991
12421,143473/AL,143473
12422,143473/AL,143473
12423,133408/AL,133408
12424,91714/AL,91714
12425,143473/AL,143473
12426,106138/AL,106138
12428,nan,
12429,93124/AL,93124
12430,80246/AL,80246
12431,143473/AL,143473
12432,133517/AL,133517
12433,143473/AL,143473
12434,134035/AL,134035
12435,38038/AL,38038
12436,134042/AL,134042
12437,Exempt,
12439,5987/AL,5987
12442,120720/AL,120720
12443,134046/AL,134046
12444,6047/AL,6047
12445,6042/AL,6042
12446,134037/AL,134037
12447,120720/AL,120720
12448,133971/AL,133971
12449,134046/AL,134046
12450,6033/AL,6033
12451,69961/AL,69961
12452,134050/AL,134050
12453,128089/AL,128089
12454,134015/AL,134015
12455,106656/AL,106656
12456,133573/AL,133573
12458,34015/AL,34015
12459,133822/AL,133822
12463,136068/AL,136068
12464,nan,
12466,nan,
12467,nan,
12468,55021/AL,55021
12469,34089/AL,34089
12470,134059/AL,134059
12471,131092/AL,131092
12473,64172/AL,64172
12474,133711/AL,133711
12475,108365/AL,108365
12478,110368/AL,110368
12479,133445/AL,133445
12482,145145/AL,145145
12483,145412/AL,145412
12484,145415/AL,145415
12485,64722/AL,64722
12486,Exempt,
12489,117930/AL,117930
12492,132475/AL,132475
12495,131093/AL,131093
12496,131093/AL,131093
12498,136068/AL,136068
12499,131093/AL,131093
12501,131093/AL,131093
12502,131093/AL,131093
12503,126392/Al,126392
12504,131093/AL,131093
12505,126392/Al,126392
12506,131093/AL,131093
12507,131093/AL,131093
12508,126392/Al,126392
12509,126413,126413
12510,130962/AL,130962
12511,145218/AL,145218
12512,126392/Al,126392
12513,Exempt,
12514,93646/AL,93646
12515,31609/AL,31609
12516,125044/AL,125044
12517,144321,144321
12519,219139059,219139059
12520,93124/AL,93124
12523,nan,
12525,133690/AL,133690
12526,107311/AL,107311
12527,133715/AL,133715
12530,95286/AL,95286
12534,135948/AL,135948
12535,Exempt,
12536,135948/AL,135948
12538,139504/AL,139504
12539,nan,
12540,97602,97602
12541,nan,
12542,126392,126392
12543,121739,121739
12544,nan,
12546,nan,
12547,nan,
12548,nan,
12549,138000/AL,138000
12550,133417/AL,133417
12551,133177/AL,133177
12552,98967/AL,98967
12554,85434/AL,85434
12555,77037/AL,77037
12557,Exempt,
12559,133395/AL,133395
12560,925105/AL,925105
12562,55966/AL,55966
12563,80872/AL,80872
12564,925105/AL,925105
12565,111572/AL,111572
12566,71356/AL,71356
12567,133574/AL,133574
12568,141809/AL,141809
12569,131998/AL,131998
12570,159920/AL,159920
12571,145539/AL,145539
12572,133574/AL,133574
12573,133574/AL,133574
12576,925105/AL,925105
12577,925105/AL,925105
12578,133315/AL,133315
12580,108670/AL,108670
12581,133418/AL,133418
12582,133407/AL,133407
12583,133574/AL,133574
12584,133574/AL,133574
12585,133398/AL,133398
12586,133410/AL,133410
12588,1604058,1604058
12589,133818/AL,133818
12590,nan,
12591,113736,113736
12592,52173/AL,52173
12594,80872/AL,80872
12596,64094/AL,64094
12597,142342/AL,142342
12600,133921/AL,133921
12602,133709/AL,133709
12603,nan,
12605,nan,
12606,135948/AL,135948
12607,nan,
12608,135948/AL,135948
12609,80821/AL,80821
12610,135948/AL,135948
12611,76131/AL,76131
12612,109152/AL,109152
12613,135948/AL,135948
12615,135948/AL,135948
12616,135948/AL,135948
12618,133392/AL,133392
12619,106963/AL,106963
12620,Exempt,
12622,133677/AL,133677
12623,22235/AL,22235
12624,133645/AL,133645
12626,Exempt,
12627,9121/AL,9121
12628,Exempt,
12629,121/AL,121
12630,121/AL,121
12631,nan,
12633,123950/AL,123950
12634,133618/AL,133618
12635,117426/AL,117426
12637,117426/AL,117426
12638,133627/AL,133627
12639,133722/AL,133722
12640,22235/AL,22235
12641,133617/AL,133617
12642,Exempt,
12644,133634/AL,133634
12645,48317/AL,48317
12646,133639/AL,133639
12647,5262/AL,5262
12648,133587/AL,133587
12649,111261/AL,111261
12650,119372/AL,119372
12652,136068/AL,136068
12653,Exempt,
12657,106963/AL,106963
12658,Exempt,
12660,nan,
12661,96485/AL,96485
12662,128645/AL,128645
12663,590702/AL,590702
12665,128372/AL,128372
12666,97423/AL,97423
12667,133314/AL,133314
12668,124715/AL,124715
12670,22235/AL,22235
12671,133691/AL,133691
12676,133929/AL,133929
12677,51853/AL,51853
12678,22235/AL,22235
12679,38038/AL,38038
12680,133525/AL,133525
12683,133525/AL,133525
12684,97118/AL,97118
12685,133760/AL,133760
12686,79930/AL,79930
12687,nan,
12689,80134/AL,80134
12690,32747/AL,32747
12691,126656/AL,126656
12692,133750/AL,133750
12693,137271/AL,137271
12694,133389/AL,133389
12695,133950/AL,133950
12696,87029/AL,87029
12697,143196/AL,143196
12699,133684/AL,133684
12701,143534/AL,143534
12706,Exempt,
12710,55201/AL,55201
12711,11983/AL,11983
12712,Exempt,
12713,Exempt,
12714,38327/AL,38327
12715,104655/AL,104655
12716,8327/AL,8327
12718,142643/AL,142643
12724,120556/AL,120556
12725,144591/AL,144591
12726,120545/AL,120545
12727,144585/AL,144585
12728,144585/AL,144585
12729,144979/AL,144979
12730,144585/AL,144585
